Order_ID,Destination_Country,Supplier_ID,Product_Category,Order_Quantity,Order_Date,Dispatch_Date,Delivery_Date,Shipping_Mode,Sales_Value,Delay_Days,Disruption_Type,Disruption_Severity,Historical_Disruption_Count,Supplier_Reliability_Score,Origin_Warehouse,Dominant_Buyer_Flag,Available_Historical_Records,Data_Sharing_Consent,Federated_Round,Parameter_Change_Magnitude,Communication_Cost_MB,Energy_Consumption_Joules,Delivery_Status,Days_Real,Days_Scheduled,Transport_Cost,Benefit_per_Order,Unit_Price,Customer_Priority,Month,Quarter,Day_of_Week,Is_Peak_Season,Is_Winter,Route_Volatility,Country_Risk_Score,Mode_Risk_Score,Supplier_Risk_Score,MA_30_Delay_Rate,MA_90_Delay_Rate,EMA_Delay,Value_Quantity_Ratio,Cost_Benefit_Ratio,Priority_Risk,Supplier_Centrality,Warehouse_Centrality,Is_Anomaly
O1212,B31,S3,Food,718,2023-03-31,2023-04-04,2023-04-07,Air,23953.59,0,,,16,0.65,Org4,1,63,1,4,0.4673,4.2,246.13,0,7,7,4790.718,5988.3975,33.31514603616134,Enterprise,3,1,4,0,0,3.5,0.5294117647058824,0.4752851711026616,0.5,0.5,0.5,8.425,33.31514603616134,0.7998664306384741,3,0.0,0.00860800604698164,0
O1310,B2,S28,Electronics,139,2023-03-31,2023-04-04,2023-04-12,Rail,1943.9,0,,,16,0.81,Org14,0,614,1,7,0.1925,3.27,366.93,0,12,12,171.06320000000002,485.975,13.885,Standard,3,1,4,0,0,3.6620642110310255,0.5882352941176471,0.5372549019607843,0.42857142857142855,0.5,0.5,13.330829177057357,13.885,0.351277170285949,1,0.0,0.0061333929310665464,0
O1826,B8,S19,Pharma,964,2023-03-31,2023-04-01,2023-04-08,Air,35961.66,0,,,10,0.63,Org20,1,766,1,4,0.2902,1.87,206.44,0,8,8,7192.332000000001,8990.415,37.2659689119171,Enterprise,3,1,4,0,0,1.8929694486000912,0.5294117647058824,0.4752851711026616,0.48148148148148145,0.0,0.0,8.116677057356608,37.2659689119171,0.7999110262400302,3,0.0,0.007535295246061373,0
O1603,B18,S26,Textiles,748,2023-04-02,2023-04-04,2023-04-21,Air,3595.05,10,Strike,Low,18,0.86,Org19,0,923,1,4,0.3816,4.01,393.38,1,19,9,719.0100000000001,898.7625,4.799799732977303,Standard,4,2,6,0,0,5.230405611149374,0.55,0.4752851711026616,0.5476190476190477,0.6666666666666666,0.6666666666666666,13.74458546744545,4.799799732977303,0.7991108764812938,1,0.0,0.009225475383074788,1
O1550,B2,S4,Food,311,2023-04-02,2023-04-03,2023-04-12,Sea,33963.3,7,Strike,Low,13,0.71,Org7,1,115,1,5,0.397,3.67,469.32,1,10,3,1901.9448,8490.825,108.85673076923078,Enterprise,4,2,6,0,0,4.654746681256314,0.5882352941176471,0.5353982300884956,0.5714285714285714,0.6,0.6,12.52512994386823,108.85673076923078,0.22397362168909507,3,0.0,0.007518877169464679,0
O1035,B32,S16,Machinery,380,2023-04-03,2023-04-07,2023-04-12,Air,4079.67,0,,,9,0.69,Org19,0,466,1,8,0.3276,4.6,79.25,0,9,9,815.934,1019.9175,10.707795275590552,Standard,4,2,0,0,0,5.418589402336286,0.5238095238095238,0.4752851711026616,0.5227272727272727,0.5,0.5,9.14033415082138,10.707795275590552,0.7992163911383633,1,0.0,0.009225475383074788,0
O1248,B11,S21,Textiles,218,2023-04-03,2023-04-05,2023-04-09,Rail,12473.72,0,,,8,0.66,Org18,1,324,0,4,0.4876,4.77,77.1,0,6,6,1097.6873600000001,3118.43,56.95762557077625,Enterprise,4,2,0,0,0,4.159326868617084,0.45454545454545453,0.5372549019607843,0.6923076923076923,0.0,0.0,7.961698584512906,56.95762557077625,0.35188715887197347,3,0.0,0.008513574435852439,0
O1111,B12,S15,Food,41,2023-04-03,2023-04-05,2023-04-10,Rail,31819.24,0,,,19,0.91,Org10,1,761,1,8,0.1821,0.98,272.23,0,7,7,2800.0931200000005,7954.81,757.6009523809524,Enterprise,4,2,0,0,0,3.872983346207417,0.4838709677419355,0.5372549019607843,0.6363636363636364,0.7142857142857143,0.7142857142857143,9.160590683151831,757.6009523809524,0.3519557556050233,3,0.0,0.008569248578888801,0
O1783,B48,S27,Food,888,2023-04-05,2023-04-06,2023-04-10,Air,28173.43,1,Weather,Low,5,0.55,Org6,0,842,1,2,0.1487,1.78,174.9,1,5,4,5634.686000000001,7043.3575,31.691147356580426,Standard,4,2,2,0,0,6.347102826149446,0.6111111111111112,0.4752851711026616,0.5625,0.6666666666666666,0.6666666666666666,7.257974072474757,31.691147356580426,0.7998864339295672,1,0.0,0.006359995948786011,0
O1532,B6,S29,Pharma,958,2023-04-05,2023-04-06,2023-04-16,Rail,24410.47,1,Shortage,Low,2,0.78,Org20,0,399,0,2,0.4397,3.19,329.43,1,11,10,2148.12136,6102.6175,25.454087591240878,Standard,4,2,2,0,0,2.160246899469287,0.5833333333333334,0.5372549019607843,0.6,0.6666666666666666,0.6666666666666666,8.067738164846087,25.454087591240878,0.3519423292825935,1,0.0,0.007535295246061373,0
O1549,B4,S11,Pharma,328,2023-04-06,2023-04-07,2023-04-21,Air,12919.21,10,Strike,Medium,14,0.6,Org15,0,748,1,5,0.131,1.25,242.34,1,15,5,2583.8419999999996,3229.8025,39.26811550151975,Standard,4,2,3,0,0,3.154739442867026,0.48,0.4752851711026616,0.4375,0.75,0.75,11.018173316708229,39.26811550151975,0.7997523835022413,1,0.0,0.00731599574477635,0
O1052,B3,S9,Textiles,546,2023-04-06,2023-04-08,2023-04-18,Sea,45352.49,3,Shortage,Low,7,0.91,Org12,0,965,1,4,0.3445,1.1,198.08,1,12,9,2539.73944,11338.1225,82.91131627056673,Standard,4,2,3,0,0,3.1622776601683795,0.5714285714285714,0.5353982300884956,0.5142857142857142,0.5555555555555556,0.5555555555555556,9.656818511048511,82.91131627056673,0.22398024538494932,1,0.0,0.006080542456911186,0
O1582,B11,S14,Electronics,782,2023-04-07,2023-04-09,2023-04-18,Road,37545.03,0,,,19,0.5,Org2,1,239,0,10,0.2069,1.95,486.94,0,11,11,3003.6023999999998,9386.2575,47.95022988505747,Enterprise,4,2,4,0,0,5.612486080160912,0.45454545454545453,0.51171875,0.43333333333333335,0.0,0.0,8.838809226932668,47.95022988505747,0.3199659112365885,3,0.0,0.0059595845708017865,0
O1657,B4,S20,Pharma,327,2023-04-07,2023-04-10,2023-04-19,Road,33378.86,7,Strike,Low,1,0.75,Org12,0,715,1,3,0.4889,0.77,336.03,1,12,5,2670.3088000000002,8344.715,101.76481707317073,Standard,4,2,4,0,0,3.095695936834452,0.48,0.51171875,0.44,0.8,0.8,11.25566883623279,101.76481707317073,0.3199616569700739,1,0.0,0.006080542456911186,0
O1227,B28,S21,Pharma,914,2023-04-08,2023-04-09,2023-04-12,Road,29125.77,2,Strike,Medium,16,0.53,Org13,0,652,1,7,0.2564,4.86,186.24,1,4,2,2330.0616,7281.4425,31.83144262295082,Standard,4,2,5,0,0,4.949747468305833,0.4444444444444444,0.51171875,0.6923076923076923,0.7142857142857143,0.7142857142857143,9.20156176957578,31.83144262295082,0.3199560586987127,1,0.0,0.007393033820422956,0
O1574,B27,S6,Machinery,227,2023-04-09,2023-04-11,2023-04-16,Air,42070.18,0,,,3,0.54,Org15,1,722,1,10,0.2616,2.01,204.51,0,7,7,8414.036,10517.545,184.51833333333335,Enterprise,4,2,6,0,0,4.147288270665544,0.5,0.4752851711026616,0.5769230769230769,0.5,0.5,7.684071072319202,184.51833333333335,0.7999239438534512,3,0.0,0.00731599574477635,0
O1354,B19,S30,Pharma,210,2023-04-10,2023-04-13,2023-04-18,Sea,21262.68,2,Shortage,Low,16,0.76,Org8,0,715,1,4,0.2714,3.16,82.26,1,8,6,1190.7100799999998,5315.67,100.77099526066351,Standard,4,2,0,0,0,3.4641016151377544,0.5238095238095238,0.5353982300884956,0.46153846153846156,0.8333333333333334,0.8333333333333334,11.328322035193999,100.77099526066351,0.22395786836497278,1,0.0,0.009521653299846397,0
O1955,B47,S27,Electronics,99,2023-04-10,2023-04-12,2023-04-21,Air,41988.67,5,Strike,Medium,4,0.54,Org15,1,949,1,6,0.1997,0.61,320.83,1,11,6,8397.734,10497.1675,419.88669999999996,Enterprise,4,2,0,0,0,3.015113445777636,0.5384615384615384,0.4752851711026616,0.5625,0.5,0.5,9.643773744851668,419.88669999999996,0.7999237962244364,3,0.0,0.00731599574477635,0
O1076,B17,S18,Electronics,865,2023-04-10,2023-04-12,2023-04-23,Rail,38879.63,10,Shortage,Low,15,0.67,Org5,0,249,1,4,0.0251,3.47,345.41,1,13,3,3421.40744,9719.9075,44.895646651270205,Standard,4,2,0,0,0,4.163331998932265,0.5238095238095238,0.5372549019607843,0.5862068965517241,0.25,0.25,10.1571072319202,44.895646651270205,0.35196378938900513,1,0.0,0.008116810433191533,0
O1588,B28,S8,Textiles,108,2023-04-11,2023-04-13,2023-04-22,Road,948.18,0,,,17,0.75,Org6,0,332,1,9,0.1849,4.53,214.7,0,11,11,75.8544,237.045,8.698899082568808,Standard,4,2,1,0,0,4.949747468305833,0.4444444444444444,0.51171875,0.5714285714285714,0.625,0.625,9.512430854479064,8.698899082568808,0.31865571635615114,1,0.0,0.006359995948786011,0
O1840,B15,S12,Machinery,966,2023-04-11,2023-04-13,2023-04-21,Air,33145.78,0,,,10,0.75,Org9,0,828,1,5,0.2979,0.8,276.25,0,10,10,6629.156000000001,8286.445,34.27691830403309,Standard,4,2,1,0,0,4.272001872658765,0.5882352941176471,0.4752851711026616,0.38235294117647056,0.6666666666666666,0.6666666666666666,9.925002479323474,34.27691830403309,0.799903468439308,1,0.0,0.005158667056835415,0
O1676,B5,S15,Machinery,362,2023-04-11,2023-04-15,2023-04-23,Sea,25528.89,0,,,1,0.57,Org5,0,948,1,8,0.1331,4.89,272.07,0,12,12,1429.61784,6382.2225,70.32752066115702,Standard,4,2,1,0,0,4.546060565661952,0.4117647058823529,0.5353982300884956,0.6363636363636364,0.25,0.25,11.185037406483792,70.32752066115702,0.22396490800688837,1,0.0,0.008116810433191533,0
O1500,B17,S22,Textiles,967,2023-04-11,2023-04-15,2023-04-22,Road,39296.11,0,,,14,0.59,Org19,1,486,1,4,0.0747,4.43,331.67,0,11,11,3143.6888,9824.0275,40.59515495867769,Enterprise,4,2,1,0,0,2.0,0.5238095238095238,0.51171875,0.48484848484848486,0.2,0.2,10.360995819656942,40.59515495867769,0.3199674301166078,3,0.0,0.009225475383074788,0
O1228,B13,S22,Food,235,2023-04-12,2023-04-13,2023-04-24,Air,7774.65,3,Strike,Low,8,0.57,Org3,1,943,1,1,0.0354,3.08,272.58,1,12,9,1554.9299999999998,1943.6625,32.943432203389825,Enterprise,4,2,2,0,0,2.6457513110645907,0.5263157894736842,0.4752851711026616,0.48484848484848486,0.5,0.5,12.123192019950125,32.943432203389825,0.7995886175621734,3,0.0,0.006973115435136609,0
O1252,B1,S23,Textiles,971,2023-04-12,2023-04-14,2023-04-16,Road,14097.84,1,Weather,Low,13,0.71,Org6,0,992,1,7,0.4324,2.94,486.94,1,4,3,1127.8272,3524.46,14.503950617283952,Standard,4,2,2,0,0,5.40318835914911,0.55,0.51171875,0.46153846153846156,0.6,0.6,8.546618723111044,14.503950617283952,0.3199092317030969,1,0.0,0.006359995948786011,0
O1433,B25,S14,Food,146,2023-04-12,2023-04-13,2023-04-21,Sea,35859.17,3,Customs,Medium,12,0.66,Org12,0,863,1,6,0.0875,2.7,70.72,1,9,6,2008.1135199999999,8964.7925,243.9399319727891,Standard,4,2,2,0,0,1.8257418583505538,0.6363636363636364,0.5353982300884956,0.43333333333333335,0.8571428571428571,0.8571428571428571,9.265100632472635,243.9399319727891,0.22397501615166757,1,0.0,0.006080542456911186,0
O1396,B49,S27,Machinery,225,2023-04-12,2023-04-15,2023-04-21,Rail,33320.84,0,,,16,0.62,Org6,0,464,1,10,0.0972,2.54,343.04,0,9,9,2932.23392,8330.21,147.43734513274336,Standard,4,2,2,0,0,4.39317652729776,0.5263157894736842,0.5372549019607843,0.5625,0.5,0.5,8.160595802092137,147.43734513274336,0.351957749234505,1,0.0,0.006359995948786011,0
O1230,B17,S24,Pharma,949,2023-04-12,2023-04-15,2023-04-18,Air,31979.76,1,Shortage,High,13,0.95,Org2,0,427,1,10,0.2683,4.38,480.12,1,6,5,6395.951999999999,7994.94,33.662905263157896,Standard,4,2,2,0,0,1.8708286933869709,0.5238095238095238,0.4752851711026616,0.5208333333333334,0.3333333333333333,0.3333333333333333,9.441024900672105,33.662905263157896,0.7998999492242312,1,0.0,0.0059595845708017865,0
O1585,B16,S7,Machinery,736,2023-04-13,2023-04-17,2023-04-22,Road,13306.23,0,,,3,0.79,Org8,1,820,1,9,0.116,4.65,50.49,0,9,9,1064.4984,3326.5575,18.05458616010855,Enterprise,4,2,3,0,0,3.055050463303893,0.4090909090909091,0.51171875,0.42857142857142855,0.2222222222222222,0.2222222222222222,10.038483815914537,18.05458616010855,0.31990383336726713,3,0.0,0.009521653299846397,0
O1462,B40,S26,Machinery,995,2023-04-14,2023-04-16,2023-04-19,Air,12131.18,1,Shortage,Low,8,0.64,Org19,1,529,0,3,0.2722,1.4,439.76,1,5,4,2426.236,3032.795,12.179899598393575,Enterprise,4,2,4,0,0,4.3369947901195145,0.5666666666666667,0.4752851711026616,0.5476190476190477,0.7142857142857143,0.7142857142857143,8.42262681109383,12.179899598393575,0.7997363038702351,3,0.0,0.009225475383074788,0
O1812,B7,S4,Electronics,31,2023-04-14,2023-04-16,2023-04-21,Air,37241.53,0,,,2,0.66,Org9,0,826,1,2,0.3388,3.86,238.02,0,7,7,7448.3060000000005,9310.3825,1163.7978125,Standard,4,2,4,0,0,3.070597894314954,0.30434782608695654,0.4752851711026616,0.5714285714285714,0.4,0.4,8.644821337286894,1163.7978125,0.7999140836497696,1,0.0,0.005158667056835415,0
O1715,B22,S2,Textiles,304,2023-04-15,2023-04-19,2023-04-21,Sea,19856.13,0,,,11,0.89,Org20,0,901,1,8,0.3112,2.06,376.12,0,6,6,1111.94328,4964.0325,65.10206557377049,Standard,4,2,5,0,0,3.3380918415851206,0.6,0.5353982300884956,0.6153846153846154,0.42857142857142855,0.42857142857142855,9.623273273547683,65.10206557377049,0.22395488448464335,1,0.0,0.007535295246061373,0
O1053,B34,S4,Machinery,611,2023-04-15,2023-04-18,2023-04-21,Road,16414.04,1,Strike,Low,16,0.95,Org3,1,932,1,3,0.3534,2.83,92.69,1,6,5,1313.1232,4103.51,26.820326797385622,Enterprise,4,2,5,0,0,2.7838821814150108,0.4074074074074074,0.51171875,0.5714285714285714,0.3333333333333333,0.3333333333333333,7.20358365547321,26.820326797385622,0.3199220369788355,3,0.0,0.006973115435136609,0
O1648,B50,S17,Electronics,982,2023-04-15,2023-04-17,2023-04-26,Road,5716.96,3,Customs,Low,17,0.93,Org14,1,872,1,2,0.395,3.0,348.95,1,11,8,457.3568,1429.24,5.8158290946083415,Enterprise,4,2,5,0,0,4.604345773288535,0.5833333333333334,0.51171875,0.5666666666666667,0.6,0.6,8.180015945253798,5.8158290946083415,0.31977626132677034,3,0.0,0.0061333929310665464,0
O1970,B29,S3,Textiles,783,2023-04-16,2023-04-20,2023-05-04,Rail,21455.09,5,Shortage,Low,6,0.75,Org20,0,859,1,8,0.4035,3.94,426.19,1,18,13,1888.0479200000002,5363.7725,27.366186224489795,Standard,4,2,6,0,0,6.323143431644016,0.5172413793103449,0.5372549019607843,0.5,0.75,0.75,11.412667454694557,27.366186224489795,0.35193438677968175,1,0.0,0.007535295246061373,0
O1979,B35,S10,Food,849,2023-04-16,2023-04-17,2023-04-26,Air,10234.35,5,Shortage,Low,17,0.95,Org16,0,124,1,2,0.4937,2.56,355.26,1,10,5,2046.8700000000001,2558.5875,12.040411764705883,Standard,4,2,6,0,0,6.8068592855540455,0.5333333333333333,0.4752851711026616,0.41025641025641024,0.6666666666666666,0.6666666666666666,13.005828476269775,12.040411764705883,0.7996874496378811,1,0.0,0.007974062043644422,0
O1304,B42,S20,Food,990,2023-04-16,2023-04-17,2023-04-24,Rail,11492.76,1,Weather,Low,7,0.89,Org7,1,320,1,4,0.203,4.7,121.44,1,8,7,1011.36288,2873.19,11.597134207870837,Enterprise,4,2,6,0,0,2.96273147243853,0.6842105263157895,0.5372549019607843,0.44,0.5,0.5,9.231327930174563,11.597134207870837,0.3518775307130009,3,0.0,0.007518877169464679,0
O1448,B39,S26,Electronics,499,2023-04-16,2023-04-20,2023-04-24,Rail,28322.6,0,,,6,0.72,Org13,1,170,1,7,0.207,3.86,231.47,0,8,8,2492.3888,7080.65,56.645199999999996,Enterprise,4,2,6,0,0,4.347960660443228,0.65,0.5372549019607843,0.5476190476190477,0.5,0.5,8.520012468827929,56.645199999999996,0.3519502940698849,3,0.0,0.007393033820422956,0
O1988,B18,S1,Food,16,2023-04-17,2023-04-21,2023-04-23,Air,23517.97,0,,,11,0.7,Org14,0,717,1,3,0.452,2.93,125.83,0,6,6,4703.594000000001,5879.4925,1383.41,Standard,4,2,0,0,0,5.230405611149374,0.55,0.4752851711026616,0.4864864864864865,0.5714285714285714,0.5714285714285714,12.280276048061992,1383.41,0.7998639569729917,1,0.0,0.0061333929310665464,0
O1280,B42,S30,Pharma,686,2023-04-17,2023-04-18,2023-05-04,Sea,9910.33,10,Shortage,Medium,0,0.77,Org9,0,793,1,9,0.2829,2.62,491.76,1,17,7,554.97848,2477.5825,14.42551673944687,Standard,4,2,0,0,0,5.131601439446884,0.6842105263157895,0.5353982300884956,0.46153846153846156,0.6,0.6,11.110503593901003,14.42551673944687,0.22390962576391948,1,0.0,0.005158667056835415,0
O1126,B1,S16,Machinery,203,2023-04-17,2023-04-21,2023-05-01,Sea,18322.5,2,Strike,Medium,0,0.82,Org2,0,217,1,10,0.1685,3.7,138.28,1,14,12,1026.06,4580.625,89.81617647058823,Standard,4,2,0,0,0,5.507570547286102,0.55,0.5353982300884956,0.5227272727272727,0.6666666666666666,0.6666666666666666,9.697033076241267,89.81617647058823,0.2239511090497367,1,0.0,0.0059595845708017865,0
O1926,B39,S25,Pharma,55,2023-04-17,2023-04-21,2023-04-23,Rail,32650.69,0,,,17,0.91,Org6,0,802,1,9,0.0851,0.58,391.51,0,6,6,2873.26072,8162.6725,583.0480357142857,Standard,4,2,0,0,0,4.347960660443228,0.65,0.5372549019607843,0.4888888888888889,0.4,0.4,7.910442897459081,583.0480357142857,0.35195688215077225,1,0.0,0.006359995948786011,0
O1798,B45,S22,Food,406,2023-04-18,2023-04-21,2023-05-02,Sea,763.02,3,Weather,High,13,0.93,Org13,0,80,1,5,0.3636,1.31,168.11,1,14,11,42.72912,190.755,1.8747420147420146,Standard,4,2,1,0,0,4.219004621945797,0.391304347826087,0.5353982300884956,0.48484848484848486,0.42857142857142855,0.42857142857142855,10.328200552881738,1.8747420147420146,0.2228318427159657,1,0.0,0.007393033820422956,0
O1136,B20,S22,Textiles,906,2023-04-18,2023-04-20,2023-04-26,Rail,21116.97,3,Weather,High,7,0.65,Org11,1,621,1,3,0.3789,2.43,346.05,1,8,5,1858.2933600000001,5279.2425,23.282216097023156,Enterprise,4,2,1,0,0,1.6733200530681511,0.47619047619047616,0.5372549019607843,0.48484848484848486,0.2,0.2,8.367616458188486,23.282216097023156,0.3519333363950614,3,0.0,0.01038967481226203,0
O1315,B4,S3,Pharma,702,2023-04-18,2023-04-20,2023-05-01,Rail,20192.91,5,Customs,Low,4,0.61,Org20,0,899,1,4,0.3098,4.79,230.11,1,13,8,1776.9760800000001,5048.2275,28.723911806543384,Standard,4,2,1,0,0,4.894116973712515,0.48,0.5372549019607843,0.5,0.8333333333333334,0.8333333333333334,11.623643035270444,28.723911806543384,0.35193028636558765,1,0.0,0.007535295246061373,0
O1365,B32,S10,Machinery,948,2023-04-18,2023-04-22,2023-04-26,Road,3915.88,0,,,13,0.93,Org18,1,623,1,10,0.0207,4.71,88.53,0,8,8,313.2704,978.97,4.1263224446786095,Enterprise,4,2,1,0,0,0.0,0.5238095238095238,0.51171875,0.41025641025641024,0.42857142857142855,0.42857142857142855,8.924725188235657,4.1263224446786095,0.319673459391614,3,0.0,0.008513574435852439,0
O1682,B20,S12,Pharma,372,2023-04-19,2023-04-22,2023-04-25,Air,25405.06,0,,,0,0.96,Org1,0,440,1,7,0.2848,1.41,133.37,0,6,6,5081.012000000001,6351.265,68.11008042895443,Standard,4,2,2,0,0,2.136976056643281,0.47619047619047616,0.4752851711026616,0.38235294117647056,0.16666666666666666,0.16666666666666666,7.868157532081414,68.11008042895443,0.7998740606696982,1,0.0,0.007935541285472168,0
O1883,B14,S13,Food,861,2023-04-19,2023-04-21,2023-04-28,Road,49945.18,0,,,12,0.64,Org19,0,744,1,6,0.1756,2.61,428.89,0,9,9,3995.6144,12486.295,57.941044083526684,Standard,4,2,2,0,0,1.2909944487358056,0.35294117647058826,0.51171875,0.5555555555555556,0.3333333333333333,0.3333333333333333,6.389671345012324,57.941044083526684,0.3199743739536865,1,0.0,0.009225475383074788,0
O1400,B16,S16,Food,90,2023-04-19,2023-04-22,2023-05-01,Sea,15495.08,1,Strike,Low,3,0.54,Org8,0,136,1,7,0.1887,4.55,151.01,1,12,11,867.7244800000001,3873.77,170.2756043956044,Standard,4,2,2,0,0,2.692582403567252,0.4090909090909091,0.5353982300884956,0.5227272727272727,0.3,0.3,10.333871157025351,170.2756043956044,0.22394219011709085,1,0.0,0.009521653299846397,0
O1255,B35,S29,Food,368,2023-04-20,2023-04-21,2023-04-27,Air,27555.57,0,,,2,0.68,Org14,0,276,1,4,0.2561,3.37,266.46,0,7,7,5511.114,6888.8925,74.67634146341463,Standard,4,2,3,0,0,6.8068592855540455,0.5333333333333333,0.4752851711026616,0.6,0.5,0.5,11.272038653366582,74.67634146341463,0.7998838878835918,1,0.0,0.0061333929310665464,0
O1535,B32,S12,Machinery,408,2023-04-20,2023-04-24,2023-05-02,Air,33009.43,0,,,11,0.98,Org2,0,882,0,7,0.261,2.42,494.59,0,12,12,6601.886,8252.3575,80.70765281173594,Standard,4,2,3,0,0,5.418589402336286,0.5238095238095238,0.4752851711026616,0.38235294117647056,0.375,0.375,9.456301892059281,80.70765281173594,0.7999030697507046,1,0.0,0.0059595845708017865,0
O1802,B4,S15,Textiles,896,2023-04-21,2023-04-25,2023-04-26,Sea,3789.93,0,,,0,0.93,Org16,0,290,1,5,0.3653,3.3,423.48,0,5,5,212.23607999999996,947.4825,4.225117056856187,Standard,4,2,4,0,0,2.5727509827124,0.48,0.5353982300884956,0.6363636363636364,0.7142857142857143,0.7142857142857143,10.371276084456824,4.225117056856187,0.2237638332810568,1,0.0,0.007974062043644422,0
O1703,B19,S22,Textiles,372,2023-04-21,2023-04-23,2023-05-02,Sea,4635.94,1,Weather,High,1,0.86,Org3,0,100,1,5,0.4328,3.0,79.31,1,11,10,259.61263999999994,1158.985,12.428793565683645,Standard,4,2,4,0,0,3.4641016151377544,0.5238095238095238,0.5353982300884956,0.48484848484848486,0.8571428571428571,0.8571428571428571,11.26624446490355,12.428793565683645,0.22380689405466447,1,0.0,0.006973115435136609,0
O1088,B22,S5,Textiles,858,2023-04-21,2023-04-25,2023-05-05,Sea,14170.39,5,Customs,Medium,13,0.75,Org10,0,848,0,2,0.1987,0.86,177.49,1,14,9,793.54184,3542.5975,16.49637951105937,Standard,4,2,4,0,0,3.3380918415851206,0.6,0.5353982300884956,0.59375,0.5,0.5,10.379812480347706,16.49637951105937,0.2239367874031969,1,0.0,0.008569248578888801,0
O1843,B44,S30,Electronics,802,2023-04-21,2023-04-23,2023-05-07,Air,34771.77,10,Weather,High,19,0.81,Org12,0,435,1,1,0.0795,1.25,469.01,1,16,6,6954.353999999999,8692.9425,43.302328767123285,Standard,4,2,4,0,0,4.509249752822894,0.5714285714285714,0.4752851711026616,0.46153846153846156,0.8,0.8,9.993053491227,43.302328767123285,0.7999079819080929,1,0.0,0.006080542456911186,0
O1637,B40,S16,Machinery,47,2023-04-22,2023-04-23,2023-04-27,Air,46845.89,0,,,16,0.84,Org16,1,650,0,4,0.3851,0.52,183.02,0,5,5,9369.178,11711.4725,975.9560416666667,Enterprise,4,2,5,0,0,4.3369947901195145,0.5666666666666667,0.4752851711026616,0.5227272727272727,0.625,0.625,7.831008568815247,975.9560416666667,0.7999316967446455,3,0.0,0.007974062043644422,1
O1822,B11,S26,Pharma,30,2023-04-22,2023-04-25,2023-04-29,Rail,29150.93,0,,,18,0.85,Org8,0,451,1,10,0.1551,0.62,360.26,0,7,7,2565.28184,7287.7325,940.3525806451613,Standard,4,2,5,0,0,4.159326868617084,0.45454545454545453,0.5372549019607843,0.5476190476190477,0.0,0.0,8.394016922864523,940.3525806451613,0.3519517062808932,1,0.0,0.009521653299846397,0
O1749,B4,S25,Food,873,2023-04-23,2023-04-25,2023-04-28,Air,31607.11,0,,,13,0.69,Org10,1,337,1,5,0.0794,1.21,317.55,0,5,5,6321.4220000000005,7901.7775,36.1637414187643,Enterprise,4,2,6,0,0,3.154739442867026,0.48,0.4752851711026616,0.4888888888888889,0.625,0.625,9.442824023724041,36.1637414187643,0.7998987697679709,3,0.0,0.008569248578888801,0
O1900,B2,S28,Food,81,2023-04-23,2023-04-26,2023-05-05,Rail,1211.88,0,,,13,0.9,Org10,0,808,1,9,0.2499,1.9,449.6,0,12,12,106.64544000000002,302.97,14.779024390243904,Standard,4,2,6,0,0,3.6620642110310255,0.5882352941176471,0.5372549019607843,0.42857142857142855,0.5,0.5,12.414351512284016,14.779024390243904,0.3508419909859526,1,0.0,0.008569248578888801,0
O1927,B44,S25,Textiles,681,2023-04-23,2023-04-25,2023-05-02,Sea,40318.5,0,,,5,0.66,Org3,1,396,1,10,0.4582,2.01,169.61,0,9,9,2257.836,10079.625,59.118035190615835,Enterprise,4,2,6,0,0,3.8544964466377265,0.5714285714285714,0.5353982300884956,0.4888888888888889,0.6666666666666666,0.6666666666666666,9.78356456468245,59.118035190615835,0.22397777915555828,3,0.0,0.006973115435136609,0
O1895,B25,S18,Machinery,593,2023-04-23,2023-04-26,2023-05-05,Rail,39295.04,0,,,14,0.64,Org5,0,819,1,1,0.334,2.85,70.92,0,12,12,3457.9635200000002,9823.76,66.15326599326599,Standard,4,2,6,0,0,3.9256482631170977,0.6363636363636364,0.5372549019607843,0.5862068965517241,0.75,0.75,9.737841730444764,66.15326599326599,0.3519641721528058,1,0.0,0.008116810433191533,0
O1647,B34,S29,Machinery,697,2023-04-23,2023-04-24,2023-04-27,Road,46391.98,0,,,14,0.87,Org1,0,965,1,9,0.2516,2.42,379.05,0,4,4,3711.3584000000005,11597.995,66.4641547277937,Standard,4,2,6,0,0,2.7838821814150108,0.4074074074074074,0.51171875,0.6,0.2857142857142857,0.2857142857142857,6.597865280718202,66.4641547277937,0.3199724114028845,1,0.0,0.007935541285472168,0
O1743,B36,S6,Machinery,231,2023-04-24,2023-04-27,2023-05-04,Sea,21253.95,0,,,4,0.88,Org6,0,134,1,8,0.0358,4.78,94.77,0,10,10,1190.2212,5313.4875,91.61185344827587,Standard,4,2,0,0,0,2.7080128015453204,0.5263157894736842,0.5353982300884956,0.5769230769230769,0.42857142857142855,0.42857142857142855,6.931503424690763,91.61185344827587,0.22395785106277885,1,0.0,0.006359995948786011,0
O1482,B40,S1,Pharma,459,2023-04-24,2023-04-27,2023-04-30,Road,39935.73,2,Weather,Medium,19,0.8,Org8,0,598,0,2,0.1008,1.3,122.91,1,6,4,3194.8584000000005,9983.9325,86.81680434782609,Standard,4,2,0,0,0,3.4641016151377544,0.5666666666666667,0.51171875,0.4864864864864865,0.6666666666666666,0.6666666666666666,7.5373058411818885,86.81680434782609,0.3199679517112409,1,0.0,0.009521653299846397,0
